Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price
Nissan,Golf,4.013650885,Hybrid,2018,94370,17468
Honda,3 Series,2.977844187,Electric,2008,163541,25378
Audi,C-Class,3.164646277,Petrol,2000,78171,6856
Tesla,Corolla,2.596091013,Diesel,2012,127971,42100
Toyota,A4,2.551958964,Petrol,2010,99692,20388
BMW,Golf,2.379564507,Electric,2010,15125,30868
Volkswagen,Civic,2.651658259,Petrol,2019,6824,40969
Mercedes-Benz,Model 3,1.245885735,Petrol,2015,80718,5369
Honda,Model 3,1.20008753,Electric,2021,183591,40574
Mercedes-Benz,3 Series,1.650406592,Electric,2016,194207,18896
Audi,A4,2.370546903,Hybrid,2008,79006,39331
Tesla,Corolla,2.321168755,Petrol,2001,42691,6160
BMW,Cruze,1.711431948,Petrol,2007,182114,24785
Mercedes-Benz,Altima,3.105707907,Diesel,2015,134615,14305
Honda,Model 3,1.483181236,Petrol,2015,53035,36146
Chevrolet,Cruze,1.051080761,Hybrid,2020,47095,25949
Chevrolet,A4,1.52024097,Diesel,2003,174829,31520
Volkswagen,A4,2.258917736,Hybrid,2004,158609,26818
BMW,Fiesta,4.351021508,Diesel,2002,135403,1312
Tesla,Altima,3.165363816,Diesel,2015,21147,22187
Audi,Civic,3.277559191,Electric,2016,79587,12192
Toyota,Civic,3.127995308,Diesel,2006,187026,49958
Honda,Model 3,1.853405607,Hybrid,2001,82571,28656
Volkswagen,Corolla,4.072743286,Electric,2000,43131,38339
Nissan,3 Series,1.258870784,Diesel,2009,158607,6198
Ford,C-Class,2.082287666,Hybrid,2013,138313,40967
Tesla,Civic,1.018029748,Hybrid,2002,73152,36417
BMW,Corolla,3.291547165,Electric,2005,131212,32674
Chevrolet,3 Series,3.731231413,Hybrid,2005,113841,33869
Tesla,3 Series,4.481700282,Hybrid,2002,48100,30921
Ford,Model 3,4.81656299,Petrol,2016,181437,18841
Toyota,Corolla,3.477356776,Hybrid,2022,48796,14454
BMW,Corolla,1.672565846,Petrol,2007,50442,22265
Volkswagen,Cruze,2.189428917,Diesel,2017,141307,10480
Mercedes-Benz,Fiesta,1.631821827,Electric,2010,158762,27739
Tesla,Cruze,1.081041736,Diesel,2011,5166,42841
BMW,Model 3,1.627188539,Electric,2002,15649,14483
Mercedes-Benz,C-Class,1.079457742,Hybrid,2010,162744,21510
Volkswagen,Corolla,3.361874838,Electric,2018,41469,33316
Audi,A4,1.172800437,Electric,2010,134422,3726
BMW,Altima,2.656614536,Hybrid,2017,67080,6306
Mercedes-Benz,Civic,3.052988144,Electric,2018,170486,46736
Nissan,Corolla,3.705185155,Electric,2012,182995,29501
Tesla,Model 3,4.137586463,Diesel,2005,144818,3538
Volkswagen,Model 3,2.528298324,Petrol,2018,191314,43499
Mercedes-Benz,A4,2.545599539,Diesel,2021,40724,30081
Tesla,Altima,2.494023689,Hybrid,2005,106253,31233
Toyota,C-Class,3.155282777,Hybrid,2004,24695,13458
BMW,Civic,2.944505747,Hybrid,2000,72820,18854
Nissan,Corolla,1.681098499,Hybrid,2007,11117,45239
Ford,Altima,4.91490317,Electric,2006,156179,36162
Toyota,Fiesta,4.99248767,Electric,2016,59747,16627
Chevrolet,Model 3,2.767725858,Hybrid,2001,86043,29166
Volkswagen,Golf,4.144330913,Electric,2020,78938,48566
Audi,Fiesta,2.729574739,Petrol,2020,148612,12148
Chevrolet,Altima,4.890144878,Diesel,2009,95160,45600
Chevrolet,C-Class,4.922996634,Hybrid,2019,198587,23903
Nissan,Golf,3.899284537,Hybrid,2021,61699,32987
Mercedes-Benz,Golf,1.021095883,Diesel,2003,125797,11017
Nissan,Model 3,4.173795563,Diesel,2004,96679,17318
Volkswagen,Civic,4.093613779,Hybrid,2002,161764,36768
Ford,Model 3,4.69145557,Hybrid,2010,100436,18342
Nissan,Corolla,2.393033622,Electric,2013,37021,31960
Nissan,3 Series,2.701023863,Hybrid,2001,15384,24984
BMW,Cruze,3.101416517,Hybrid,2012,188490,42153
Mercedes-Benz,Golf,1.05379749,Diesel,2006,20206,34481
Honda,3 Series,2.437592853,Petrol,2009,43617,6063
Ford,Civic,3.935006669,Petrol,2017,101819,1179
Volkswagen,A4,1.966072454,Hybrid,2012,61007,38933
Honda,Civic,1.77571555,Hybrid,2002,155813,30189
Honda,C-Class,2.975694903,Hybrid,2021,108123,11801
Chevrolet,3 Series,4.492462836,Diesel,2007,24996,33972
Honda,Civic,2.448083913,Diesel,2004,186096,49770
Toyota,A4,2.614008684,Electric,2015,191078,38630
BMW,A4,4.854576509,Diesel,2008,162036,16675
Mercedes-Benz,3 Series,2.075745467,Petrol,2014,13017,13649
Volkswagen,Corolla,4.743003842,Petrol,2000,178941,44622
BMW,Fiesta,4.434268427,Diesel,2022,171294,40392
Mercedes-Benz,A4,2.611924681,Diesel,2000,176381,10818
Ford,A4,3.027636615,Electric,2003,158423,6054
Chevrolet,Cruze,4.068625117,Petrol,2004,186460,42001
BMW,Civic,1.714389016,Hybrid,2016,25654,46678
Toyota,Altima,4.601051628,Electric,2013,120734,10488
Mercedes-Benz,Cruze,2.810598997,Hybrid,2002,36923,49856
Chevrolet,3 Series,2.922073163,Electric,2010,131026,39033
Tesla,Civic,1.216250932,Diesel,2008,135358,14837
Mercedes-Benz,Fiesta,2.500266848,Electric,2004,6169,21173
Honda,Golf,1.826837772,Electric,2019,6125,46468
Honda,Fiesta,1.127025577,Diesel,2014,48888,15413
Toyota,Model 3,3.17265233,Diesel,2009,46306,48924
Volkswagen,Golf,2.215179185,Hybrid,2003,189613,16264
Tesla,Civic,4.265642404,Electric,2011,180201,27341
Volkswagen,C-Class,2.560166072,Electric,2004,149044,24599
Mercedes-Benz,A4,3.870556662,Diesel,2001,77931,48385
Honda,Golf,4.966357344,Hybrid,2016,38916,38304
Ford,Cruze,1.348915417,Diesel,2015,78919,41276
Tesla,Golf,2.441914801,Electric,2019,115887,28032
Audi,3 Series,2.409431517,Electric,2015,97324,43513
Toyota,C-Class,1.038743925,Electric,2021,13760,42218
Toyota,Corolla,4.528030394,Hybrid,2013,127148,5954
Audi,Model 3,4.15043569,Diesel,2006,37322,5803
Chevrolet,Altima,1.314250091,Electric,2007,71650,12734
Honda,Cruze,3.492233982,Hybrid,2019,9572,1344
Honda,A4,4.917135286,Diesel,2019,48206,17587
Mercedes-Benz,C-Class,4.960858476,Hybrid,2013,110929,35417
BMW,Altima,4.151974528,Diesel,2022,114323,44525
Nissan,Model 3,2.869350895,Electric,2011,42118,39166
Chevrolet,Golf,4.072631798,Diesel,2007,62186,10786
Ford,Corolla,4.63410452,Electric,2020,11020,3078
Volkswagen,Civic,3.420724056,Hybrid,2002,67306,38683
Tesla,Altima,4.609602253,Electric,2018,40874,34876
Nissan,3 Series,4.169919605,Diesel,2010,192282,36015
Toyota,Golf,1.639354308,Diesel,2002,130410,17054
Mercedes-Benz,3 Series,1.861453689,Hybrid,2018,198097,30900
Nissan,3 Series,4.041075981,Electric,2005,8228,48451
Audi,Corolla,1.481301414,Hybrid,2018,138530,42860
Toyota,Altima,2.365924925,Electric,2001,179794,10379
Audi,Cruze,2.399282182,Electric,2002,141730,40970
Tesla,Corolla,1.692972734,Electric,2022,186934,39151
Tesla,Corolla,1.844966628,Diesel,2000,157294,35780
BMW,3 Series,1.001886356,Petrol,2002,33535,49150
Chevrolet,Golf,3.167341133,Diesel,2009,104287,43003
BMW,3 Series,2.419501003,Hybrid,2007,27720,31742
BMW,3 Series,3.811775541,Hybrid,2012,93415,17348
Audi,C-Class,1.985780206,Hybrid,2017,65889,44494
Ford,Golf,2.096407813,Hybrid,2000,1815,35369
BMW,Golf,4.456732304,Petrol,2010,38199,44775
Toyota,A4,1.329768034,Petrol,2021,98853,44181
Volkswagen,Civic,2.922218907,Petrol,2004,16033,42606
Chevrolet,Altima,4.426986105,Petrol,2017,38791,41776
Nissan,Model 3,4.903255526,Electric,2014,37984,32033
Mercedes-Benz,Model 3,2.710634337,Petrol,2011,66680,39889
Honda,Golf,3.57603499,Petrol,2019,27768,42549
Volkswagen,Fiesta,2.169161088,Hybrid,2016,20227,7344
Tesla,Altima,1.013583022,Hybrid,2017,195681,38049
Ford,C-Class,4.270186164,Diesel,2015,57036,31816
Volkswagen,3 Series,2.496996202,Diesel,2020,64676,9806
Toyota,Fiesta,3.910325585,Petrol,2017,109901,23146
Tesla,Fiesta,3.785507729,Petrol,2003,112515,25942
Nissan,C-Class,2.368597903,Petrol,2011,83508,39649
Tesla,Civic,1.294135697,Hybrid,2000,10955,16961
BMW,Model 3,2.265588023,Hybrid,2022,191109,40163
Chevrolet,Civic,3.296934557,Electric,2004,43786,28879
Volkswagen,Model 3,2.005802512,Diesel,2007,55658,35676
Ford,A4,2.21479585,Hybrid,2008,72420,27205
Mercedes-Benz,Model 3,1.331557174,Diesel,2010,14278,15858
Tesla,Fiesta,2.033547792,Diesel,2017,27369,24358
Nissan,Golf,3.106075629,Hybrid,2014,5345,29915
Tesla,Civic,4.207461894,Hybrid,2012,194441,37441
Toyota,C-Class,4.061233697,Hybrid,2010,197909,37609
Volkswagen,A4,2.456652595,Hybrid,2016,101617,49700
Ford,A4,2.081324674,Electric,2020,154917,3724
BMW,A4,2.731292851,Diesel,2014,178648,25439
Volkswagen,Cruze,3.686200432,Hybrid,2011,103388,45748
Nissan,Cruze,1.658033779,Hybrid,2003,181489,4582
Honda,Golf,1.265818771,Electric,2008,2746,34161
Nissan,Altima,4.906850921,Electric,2002,98051,18189
Audi,Altima,4.81401372,Electric,2004,146962,34161
Tesla,C-Class,4.707620042,Petrol,2022,126802,31093
Chevrolet,3 Series,4.694883576,Diesel,2004,21445,26325
Chevrolet,Golf,2.03407971,Petrol,2001,13642,18816
Ford,Cruze,4.21290822,Diesel,2010,56203,27322
Honda,A4,3.81468901,Hybrid,2009,162099,17591
Volkswagen,Fiesta,4.4959483,Diesel,2013,84236,49534
BMW,Altima,2.979667673,Electric,2007,62125,27262
Audi,Model 3,1.178873434,Hybrid,2004,61487,45228
Nissan,3 Series,1.087275044,Electric,2007,93307,29937
Mercedes-Benz,3 Series,4.849940582,Hybrid,2022,149877,34328
Audi,Civic,4.059890395,Diesel,2015,43937,37981
Nissan,A4,4.860640739,Electric,2010,42086,42984
Tesla,Cruze,4.887601326,Hybrid,2007,151712,3271
Volkswagen,C-Class,3.085927275,Diesel,2018,142022,5677
Honda,C-Class,1.475580315,Electric,2010,121557,37453
Ford,Cruze,1.661207102,Electric,2022,7368,35188
BMW,Altima,3.84829248,Petrol,2010,1804,18233
Nissan,Fiesta,4.985534385,Electric,2015,6119,28923
Mercedes-Benz,Fiesta,1.437094538,Diesel,2022,110789,20802
Audi,Corolla,4.52539018,Petrol,2016,114595,28784
Honda,3 Series,3.781119422,Electric,2005,37423,3687
Toyota,Model 3,1.433324075,Electric,2012,13454,19932
Toyota,Corolla,4.734870038,Hybrid,2015,120109,16870
Honda,Fiesta,3.960794887,Petrol,2021,130906,26099
Chevrolet,Altima,1.00036765,Diesel,2013,4926,47638
Volkswagen,A4,3.065603605,Petrol,2007,117832,48843
Ford,Model 3,2.629241767,Electric,2015,65194,32912
Audi,Golf,4.366980886,Electric,2006,125691,4739
Tesla,3 Series,1.583464591,Hybrid,2002,108609,11202
Honda,C-Class,3.133173075,Diesel,2012,88040,26004
Nissan,Model 3,4.815891377,Hybrid,2012,141765,36516
Volkswagen,Corolla,2.037709506,Petrol,2017,60169,37237
Volkswagen,Altima,1.75900622,Petrol,2017,37629,14637
Volkswagen,Golf,1.756217167,Hybrid,2011,170670,48653
Honda,Civic,3.676577178,Hybrid,2018,96817,19113
Mercedes-Benz,Civic,1.644798268,Petrol,2008,30808,16431
Volkswagen,Corolla,3.661664574,Petrol,2022,143977,45143
BMW,3 Series,3.791063052,Electric,2018,63886,25959
Tesla,Cruze,2.862623122,Electric,2012,71037,47564
Nissan,Cruze,4.555925591,Hybrid,2011,52070,6799
Volkswagen,Fiesta,1.148020554,Diesel,2021,168885,14362
Nissan,Corolla,4.939210341,Diesel,2007,192165,1848
Ford,C-Class,3.981762699,Hybrid,2017,91286,20304
Mercedes-Benz,Cruze,3.671272238,Hybrid,2022,141026,5999
Volkswagen,C-Class,2.637717588,Hybrid,2019,19441,20694
Tesla,C-Class,4.884446089,Hybrid,2007,20074,27549
Tesla,Model 3,2.378796532,Diesel,2004,195849,39327
Nissan,Civic,1.904901726,Petrol,2018,68155,25444
Mercedes-Benz,A4,2.005701882,Diesel,2017,187900,15133
Ford,3 Series,4.435123582,Hybrid,2001,113356,17561
Volkswagen,Fiesta,2.887228753,Petrol,2015,85268,13575
Volkswagen,Corolla,4.480504819,Petrol,2017,41929,8545
Audi,Civic,3.453564492,Diesel,2021,46059,27972
Nissan,Corolla,2.15116172,Diesel,2010,111264,1139
Volkswagen,Golf,3.652646149,Hybrid,2003,185184,36519
Mercedes-Benz,Golf,3.792183295,Petrol,2011,169496,7867
Honda,Corolla,2.485413351,Petrol,2013,170562,35307
BMW,Altima,2.408550773,Electric,2014,90461,3110
Mercedes-Benz,Civic,1.831303864,Hybrid,2016,76899,10246
Volkswagen,A4,4.52200045,Petrol,2021,138864,48603
Nissan,Model 3,4.775108413,Electric,2014,82888,15448
Audi,3 Series,1.736475451,Electric,2013,10410,26987
Tesla,Model 3,2.99305381,Diesel,2003,65966,29292
Toyota,Altima,2.734827731,Hybrid,2001,20262,8773
Tesla,Corolla,4.086861812,Electric,2013,175123,24009
Audi,Cruze,3.900835035,Diesel,2010,135402,23071
Mercedes-Benz,Altima,3.340224233,Petrol,2015,118917,20297
Honda,Model 3,4.819784969,Diesel,2018,38683,44679
Toyota,Corolla,2.4075822,Hybrid,2004,140116,10958
Volkswagen,Golf,1.00234736,Petrol,2006,17284,37699
Tesla,3 Series,4.253528057,Diesel,2021,163724,25738
Tesla,Golf,1.771996763,Electric,2009,112837,12574
Chevrolet,Civic,4.695600892,Petrol,2000,189127,23097
Mercedes-Benz,Fiesta,4.369626873,Diesel,2009,58024,30317
Mercedes-Benz,Golf,3.751885848,Electric,2007,199059,21182
Toyota,Corolla,3.158406586,Electric,2009,42912,2636
Chevrolet,Cruze,3.540446128,Diesel,2007,112828,18492
Nissan,Cruze,3.416408506,Electric,2012,27324,47472
Tesla,3 Series,1.210710501,Hybrid,2003,102608,45129
Honda,3 Series,2.715318612,Petrol,2006,156631,13410
Volkswagen,A4,3.076147423,Petrol,2005,105433,12823
Toyota,Corolla,1.566541721,Diesel,2017,196172,17369
Volkswagen,Golf,3.164657092,Petrol,2003,149579,34236
Nissan,Golf,3.298660613,Hybrid,2013,5757,29537
Ford,Corolla,4.158548072,Diesel,2004,54971,12504
Tesla,Golf,2.129697064,Hybrid,2018,79526,3058
Volkswagen,A4,1.354756766,Electric,2010,74301,15560
Audi,A4,1.335558584,Hybrid,2004,113340,35268
Tesla,Altima,1.812807979,Diesel,2012,80081,5407
Mercedes-Benz,A4,2.757032825,Electric,2003,24076,28722
BMW,Cruze,4.10342921,Diesel,2004,64162,33671
Nissan,Altima,2.486366454,Diesel,2013,73039,30177
Mercedes-Benz,C-Class,2.941445148,Petrol,2000,23259,41656
Nissan,C-Class,3.762654907,Petrol,2002,142479,6801
Nissan,Golf,3.923105086,Hybrid,2015,136937,12352
Honda,C-Class,1.680269746,Electric,2002,146079,31993
Tesla,Corolla,2.643420238,Electric,2012,133511,49398
Ford,C-Class,4.254099595,Electric,2003,49129,42029
Tesla,3 Series,2.759755655,Petrol,2004,66929,10685
Nissan,3 Series,1.839832871,Electric,2019,102547,3453
Tesla,3 Series,2.028232436,Petrol,2006,85934,18759
Chevrolet,Model 3,2.795731428,Hybrid,2018,159027,46077
Mercedes-Benz,Fiesta,2.621445231,Electric,2015,75378,5218
Tesla,A4,4.421448269,Electric,2000,1723,25441
Mercedes-Benz,3 Series,4.20944519,Diesel,2021,156486,22243
Honda,C-Class,4.419894938,Petrol,2013,49971,17004
Chevrolet,Model 3,2.306962651,Hybrid,2012,48350,8241
BMW,Golf,3.367674978,Petrol,2007,65115,22185
Mercedes-Benz,Civic,1.212619587,Electric,2004,86994,5868
Audi,Corolla,2.167438457,Electric,2008,189877,41961
Nissan,Civic,4.696800448,Hybrid,2017,176760,46975
Chevrolet,A4,1.36498761,Hybrid,2000,172965,17503
Chevrolet,A4,4.843861779,Hybrid,2015,132393,40436
Nissan,Model 3,4.391343124,Hybrid,2002,62176,14443
Audi,A4,1.222146766,Electric,2020,89483,19962
Volkswagen,3 Series,2.577361919,Diesel,2004,57470,35120
Tesla,Golf,3.962052557,Petrol,2000,80196,27566
Chevrolet,Cruze,3.176039673,Petrol,2018,15757,31242
BMW,Fiesta,2.265771587,Hybrid,2012,121394,20080
Chevrolet,Model 3,1.798689304,Hybrid,2016,132322,27530
Volkswagen,C-Class,4.083662785,Diesel,2017,69267,8935
BMW,Civic,2.584110883,Hybrid,2011,6212,17968
Honda,Fiesta,1.882830716,Petrol,2019,9127,49775
Chevrolet,C-Class,2.786432346,Electric,2008,61912,32279
Audi,Cruze,2.942283005,Electric,2011,79363,18292
Ford,3 Series,1.253426704,Electric,2021,85078,31138
Volkswagen,3 Series,4.616637552,Electric,2013,121030,6672
Nissan,Cruze,2.06362089,Diesel,2004,12993,42310
Chevrolet,A4,3.988120143,Diesel,2017,127601,22072
Nissan,Civic,3.244957137,Electric,2002,122898,6035
Chevrolet,3 Series,1.073265544,Electric,2022,94142,20446
BMW,C-Class,3.199481171,Diesel,2001,22083,10558
Honda,Civic,1.480880404,Electric,2020,136040,14891
Ford,3 Series,4.357534896,Diesel,2022,136979,37202
Tesla,Corolla,3.067151549,Electric,2019,99939,19035
Volkswagen,Golf,1.266128979,Diesel,2003,86427,22622
Nissan,Golf,4.856553732,Electric,2002,62487,28645
Volkswagen,C-Class,4.460894268,Hybrid,2005,55595,3951
Audi,C-Class,1.551091622,Electric,2003,141643,37045
Honda,A4,2.55522935,Electric,2011,159078,4162
Ford,C-Class,1.667392245,Electric,2008,16417,44386
Toyota,Corolla,1.183923993,Diesel,2005,110244,3495
Ford,Fiesta,3.726542144,Diesel,2014,37120,28163
Honda,3 Series,2.674972752,Petrol,2018,37871,49375
Volkswagen,C-Class,3.999709989,Petrol,2019,95960,11134
Chevrolet,C-Class,2.174103314,Hybrid,2013,36524,44918
Tesla,Altima,3.39717593,Hybrid,2004,102291,13803
Toyota,Altima,1.572345412,Diesel,2000,152981,25162
Audi,Altima,3.377813026,Electric,2009,74568,39107
BMW,C-Class,3.303849795,Electric,2011,174779,16792
Volkswagen,Golf,2.430396205,Electric,2011,170550,35830
BMW,3 Series,4.000861901,Diesel,2020,9479,35903
Tesla,A4,2.85641806,Diesel,2010,18710,21042
Ford,3 Series,1.918328203,Petrol,2004,147338,36531
Audi,A4,3.223988843,Petrol,2007,135604,36929
Tesla,Altima,3.087577595,Petrol,2009,30891,14922
BMW,Civic,3.775133852,Electric,2013,38890,27566
Chevrolet,3 Series,2.464328648,Petrol,2014,179252,22220
Audi,Golf,1.254049444,Petrol,2003,104837,28648
BMW,Altima,1.143169327,Hybrid,2014,163868,32218
Toyota,Golf,2.934449309,Petrol,2015,81970,21991
Ford,Fiesta,3.164392986,Petrol,2015,188384,39574
Honda,C-Class,4.004047862,Hybrid,2005,77121,33672
Ford,C-Class,3.915102619,Petrol,2001,51808,42231
Nissan,A4,1.660920367,Electric,2006,153795,1200
Mercedes-Benz,Model 3,2.766303081,Petrol,2012,110836,25218
BMW,Model 3,4.563426685,Petrol,2021,57620,45074
Honda,Civic,4.874708622,Electric,2013,14525,2746
Volkswagen,C-Class,2.872156884,Hybrid,2010,109025,7706
Ford,Civic,3.372868382,Electric,2008,165993,7944
Toyota,C-Class,2.002877414,Electric,2007,131167,20098
Mercedes-Benz,Cruze,3.15961049,Petrol,2011,141527,17735
BMW,Model 3,4.608283331,Petrol,2015,133798,10654
Nissan,Fiesta,3.084491465,Petrol,2017,120368,20746
Ford,Altima,2.746001669,Electric,2015,108308,1016
Nissan,Corolla,4.349726231,Electric,2011,169986,10772
Mercedes-Benz,Corolla,4.303931225,Hybrid,2017,142959,12158
Audi,Civic,3.151637293,Petrol,2022,27395,12289
Toyota,Altima,1.940969408,Diesel,2012,25796,47346
Nissan,A4,4.335023798,Petrol,2003,19686,38172
Chevrolet,Civic,4.038906097,Hybrid,2017,66969,33486
Honda,C-Class,2.027432856,Petrol,2010,69642,37098
Toyota,3 Series,4.151926305,Electric,2014,35685,32742
Audi,3 Series,2.524453774,Hybrid,2006,87785,19063
Nissan,Model 3,1.619072454,Diesel,2002,123192,28087
Ford,C-Class,3.218212702,Petrol,2006,122260,34456
Toyota,Fiesta,3.368967298,Diesel,2003,67653,42551
Tesla,C-Class,1.759663142,Diesel,2011,172799,31751
Ford,Cruze,4.055856205,Hybrid,2006,25730,6360
Mercedes-Benz,Civic,4.142795184,Hybrid,2017,42588,5635
Ford,Altima,1.907040472,Electric,2007,197883,45268
Nissan,Fiesta,2.045503305,Hybrid,2011,18814,8037
Honda,3 Series,4.252547392,Petrol,2005,32172,7860
Tesla,C-Class,2.886630584,Hybrid,2000,186157,33999
BMW,A4,2.374057408,Electric,2013,198055,28739
Volkswagen,Civic,1.663843548,Electric,2017,21356,39254
BMW,Cruze,2.874785214,Hybrid,2013,18199,38299
Nissan,A4,4.41089507,Diesel,2011,5856,21626
Audi,3 Series,2.041705302,Hybrid,2012,16301,19376
Audi,3 Series,2.0770009,Electric,2021,14035,5470
Chevrolet,Fiesta,4.207809003,Electric,2018,125431,19747
Ford,Civic,2.207439025,Electric,2005,186249,32870
Audi,A4,1.758125625,Petrol,2005,158799,28471
Tesla,Model 3,1.252713644,Electric,2009,81584,32332
Ford,Altima,3.448899361,Hybrid,2006,26800,33265
Ford,3 Series,3.791270304,Petrol,2004,152744,16333
BMW,Altima,2.777369435,Electric,2017,53618,14938
Chevrolet,Model 3,1.053078716,Hybrid,2020,27218,20680
Chevrolet,A4,3.712280667,Diesel,2002,39778,32679
Toyota,Fiesta,2.89293194,Diesel,2013,72887,11452
Audi,Model 3,4.988755464,Hybrid,2007,43108,30069
Honda,Model 3,3.64841477,Hybrid,2012,65354,34786
Chevrolet,Altima,3.884336247,Electric,2013,193487,10137
Ford,Golf,3.61830135,Diesel,2019,102980,37918
Honda,Model 3,1.991859368,Electric,2010,21749,49531
Nissan,Cruze,2.191471527,Petrol,2018,28336,4070
Honda,Model 3,1.698941216,Electric,2003,133457,28842
Nissan,Cruze,2.91314804,Diesel,2013,79363,28547
Chevrolet,A4,2.549327185,Diesel,2010,62540,1349
Ford,A4,2.779976861,Hybrid,2014,114528,25877
Audi,3 Series,4.653013699,Hybrid,2009,6336,40656
Mercedes-Benz,C-Class,4.570508542,Diesel,2000,124356,14254
Chevrolet,3 Series,3.999913928,Hybrid,2002,118382,21651
BMW,Fiesta,1.668477141,Diesel,2001,122277,11441
Tesla,Golf,3.756975313,Diesel,2002,198129,33859
Volkswagen,Model 3,3.996027682,Diesel,2014,75752,17935
Honda,Altima,3.23876062,Diesel,2015,63812,39275
Honda,3 Series,4.606558945,Diesel,2020,162766,25057
Honda,C-Class,2.912390083,Electric,2007,118364,19962
Mercedes-Benz,Golf,1.291827197,Electric,2020,51868,15786
Nissan,3 Series,1.037784334,Diesel,2021,21768,25212
Mercedes-Benz,Cruze,2.860833147,Hybrid,2020,187783,47812
Tesla,Corolla,1.381759025,Hybrid,2012,151000,27995
Toyota,A4,2.110665534,Diesel,2006,71226,21931
Audi,Cruze,1.376668969,Diesel,2021,73019,43253
Mercedes-Benz,Model 3,3.94232013,Hybrid,2019,124703,1352
Nissan,A4,4.845022135,Diesel,2008,194753,42732
Volkswagen,Altima,4.278752768,Diesel,2005,19191,29909
BMW,Corolla,1.679022098,Petrol,2013,20224,29323
Honda,3 Series,2.567817774,Diesel,2013,199376,16473
Chevrolet,Golf,4.864369543,Diesel,2002,168485,35443
BMW,Corolla,3.311060949,Petrol,2006,119515,5352
Tesla,3 Series,4.717863161,Electric,2002,83466,33129
Honda,Civic,1.427576962,Diesel,2002,106165,5782
Volkswagen,Altima,1.392768899,Petrol,2009,196712,15658
